,shopid,userid
14484,183618498,2
14485,183623695,1
14486,183653024,1
14487,183667466,47
14488,183683370,1
14489,183691837,1
14490,183691910,1
14491,183691976,69
14492,183712737,6
14493,183733021,1
14494,183739190,1
14495,183742479,4
14496,183758134,2
14497,183885970,1
14498,183919706,7
14499,183936318,2
14500,183998115,1
14501,184056114,1
14502,184074618,1
14503,184110542,1
14504,184181878,2
14505,184244131,6
14506,184345917,1
14507,184350148,1
14508,184570008,1
14509,184610148,1
14510,184618210,8
14511,184621528,1
14512,184622577,1
14513,184623480,1
14514,184627602,1
14515,184629886,1
14516,184633211,1
14517,184639455,1
14518,184656083,19
14519,184666184,3
14520,184869037,9
14521,184931207,1
14522,184937691,2
14523,184963444,2
14524,185015810,4
14525,185037441,2
14526,185061381,3
14527,185080718,3
14528,185188390,10
14529,185229671,44
14530,185271383,1
14531,185515148,4
14532,185517216,2
14533,185596615,3
14534,185624689,1
14535,185650462,2
14536,185829672,3
14537,185861270,2
14538,185875203,4
14539,185880340,2
14540,185892166,1
14541,185948503,1
14542,186092181,11
14543,186160190,6
14544,186181028,2
14545,186211854,1
14546,186234213,22
14547,186235145,2
14548,186253919,18
14549,186282186,1
14550,186319288,3
14551,186338990,5
14552,186345237,1
14553,186369695,9
14554,186407358,5
14555,186411329,2
14556,186526360,26
14557,186550503,2
14558,186567911,1
14559,186622331,1
14560,186637204,12
14561,186641333,1
14562,186645780,2
14563,186646563,1
14564,186647256,1
14565,186647436,1
14566,186647517,1
14567,186648147,1
14568,186648328,2
14569,186648853,3
14570,186649696,1
14571,186650219,1
14572,186650543,1
14573,186651227,1
14574,186651388,1
14575,186651985,4
14576,186652819,19
14577,186653155,2
14578,186653405,5
14579,186653826,3
14580,186654195,1
14581,186654541,1
14582,186654718,2
14583,186654937,3
14584,186656071,1
14585,186656254,1
14586,186657538,1
14587,186657862,2
14588,186658059,8
14589,186658205,1
14590,186658437,4
14591,186658712,11
14592,186660064,1
14593,186660414,3
14594,186660875,3
14595,186661539,22
14596,186661819,1
14597,186662332,2
14598,186664707,1
14599,186664920,1
14600,186665100,2
14601,186665731,1
14602,186666483,1
14603,186667395,4
14604,186667543,8
14605,186667934,1
14606,186669488,2
14607,186675201,11
14608,186675605,2
14609,186676913,1
14610,186677542,1
14611,186678201,2
14612,186679162,1
14613,186681238,1
14614,186682341,1
14615,186682941,1
14616,186683238,3
14617,186698527,1
14618,186706336,1
14619,186707730,1
14620,186708763,1
14621,186710211,1
14622,186710488,2
14623,186711256,7
14624,186713347,2
14625,186713974,1
14626,186715170,1
14627,186718105,1
14628,186718712,1
14629,186719131,1
14630,186720408,1
14631,186720693,6
14632,186720902,1
14633,186721063,3
14634,186721073,7
14635,186723145,7
14636,186724239,2
14637,186725579,1
14638,186727827,1
14639,186729040,1
14640,186732522,1
14641,186733374,2
14642,186734070,5
14643,186734975,1
14644,186736276,2
14645,186736567,1
14646,186740487,2
14647,186741522,1
14648,186743050,1
14649,186743704,1
14650,186743914,1
14651,186750845,1
14652,186752166,5
14653,186755121,1
14654,186756393,1
14655,186757334,1
14656,186760646,1
14657,186762585,2
14658,186763043,1
14659,186763266,1
14660,186763495,1
14661,186767946,1
14662,186769426,1
14663,186769733,2
14664,186770367,2
14665,186772373,1
14666,186773203,2
14667,186774281,1
14668,186774888,1
14669,186780706,1
14670,186785954,1
14671,186786778,1
14672,186787053,1
14673,186788227,1
14674,186788822,2
14675,186789133,1
14676,186790276,1
14677,186791928,1
14678,186793907,3
14679,186795466,1
14680,186801925,2
14681,186803199,1
14682,186804413,1
14683,186805482,1
14684,186805736,6
14685,186806054,1
14686,186808456,7
14687,186809458,1
14688,186811459,2
14689,186812414,1
14690,186814456,2
14691,186815303,2
14692,186815587,1
14693,186825734,1
14694,186828145,2
14695,186829792,1
14696,186830644,1
14697,186831048,1
14698,186834743,2
14699,186835878,1
14700,186836489,1
14701,186840335,2
14702,186842249,1
14703,186968762,3
14704,186969631,2
14705,186970124,1
14706,186971027,1
14707,186971262,1
14708,186972584,1
14709,186974674,4
14710,186974803,2
14711,186974943,1
14712,186975118,1
14713,186975730,1
14714,186977059,1
14715,186977408,1
14716,186977740,1
14717,186978430,1
14718,186980122,1
14719,186980691,2
14720,186980921,2
14721,186981279,2
14722,186981479,2
14723,186981513,2
14724,186984275,23
14725,186985242,1
14726,186987691,2
14727,186989409,1
14728,186989948,2
14729,186993607,3
14730,186994659,1
14731,186994844,1
14732,186995173,4
14733,186995512,3
14734,186995994,1
14735,186998539,1
14736,186998601,1
14737,186998909,1
14738,186999961,1
14739,187001085,1
14740,187001242,1
14741,187001577,3
14742,187001663,2
14743,187001753,1
14744,187001782,1
14745,187002886,3
14746,187003011,15
14747,187003213,1
14748,187003475,2
14749,187003743,1
14750,187005574,2
14751,187005781,1
14752,187005897,3
14753,187007109,1
14754,187007138,3
14755,187007518,1
14756,187008125,1
14757,187008230,3
14758,187008316,4
14759,187008508,1
14760,187008895,8
14761,187009488,1
14762,187009691,1
14763,187009813,1
14764,187010081,2
14765,187010422,2
14766,187011183,1
14767,187013611,1
14768,187013817,3
14769,187014700,2
14770,187015335,6
14771,187015589,1
14772,187015704,1
14773,187016285,2
14774,187016507,3
14775,187016865,2
14776,187017353,1
14777,187017923,1
14778,187018078,2
14779,187018111,1
14780,187018298,4
14781,187018719,1
14782,187018810,1
14783,187018849,1
14784,187019925,1
14785,187020577,1
14786,187020861,1
14787,187021910,1
14788,187022073,1
14789,187023339,1
14790,187023449,1
14791,187024337,2
14792,187024874,1
14793,187025946,2
14794,187026141,2
14795,187026549,1
14796,187027445,1
14797,187029215,1
14798,187031325,1
14799,187034930,1
14800,187035879,1
14801,187036432,1
14802,187037910,1
14803,187038713,1
14804,187041297,1
14805,187045762,1
14806,187057216,1
14807,187078022,5
14808,187081614,1
14809,187081805,1
14810,187082599,3
14811,187084754,1
14812,187085319,1
14813,187086325,1
14814,187086808,1
14815,187087765,1
14816,187089693,1
14817,187090479,1
14818,187090764,14
14819,187091261,4
14820,187091464,1
14821,187093171,5
14822,187093699,27
14823,187093774,1
14824,187096546,1
14825,187096728,1
14826,187096742,34
14827,187096954,1
14828,187098061,2
14829,187099252,1
14830,187101101,2
14831,187101463,6
14832,187102038,6
14833,187102708,1
14834,187103056,1
14835,187104207,1
14836,187104440,1
14837,187104836,1
14838,187105627,1
14839,187107283,12
14840,187108428,2
14841,187108606,1
14842,187110604,2
14843,187110939,15
14844,187111621,1
14845,187112396,5
14846,187112648,1
14847,187117066,3
14848,187118478,2
14849,187118663,1
14850,187120081,14
14851,187120373,2
14852,187121018,1
14853,187122894,1
14854,187123345,4
14855,187123584,19
14856,187123853,55
14857,187128153,1
14858,187128778,1
14859,187128791,4
14860,187128961,11
14861,187129170,7
14862,187129435,1
14863,187136563,1
14864,187137727,2
14865,187138269,2
14866,187145569,2
14867,187147507,2
14868,187147834,1
14869,187147999,1
14870,187148651,1
14871,187150017,1
14872,187150193,1
14873,187150862,2
14874,187151060,3
14875,187151667,1
14876,187152170,2
14877,187161459,2
14878,187161959,1
14879,187165206,1
14880,187165896,1
14881,187166051,1
14882,187166408,2
14883,187166568,1
14884,187167408,9
14885,187168582,2
14886,187169701,2
14887,187170026,2
14888,187170409,1
14889,187171036,1
14890,187171242,1
14891,187172443,1
14892,187172612,1
14893,187174023,1
14894,187182457,1
14895,187184392,1
14896,187187835,1
14897,187188199,1
14898,187190158,3
14899,187191478,1
14900,187195557,1
14901,187196971,1
14902,187196977,5
14903,187199565,1
14904,187200806,2
14905,187200946,1
14906,187203800,1
14907,187204316,1
14908,187206508,1
14909,187207519,1
14910,187209520,1
14911,187211517,1
14912,187212180,1
14913,187216205,12
14914,187216234,1
14915,187219973,1
14916,187222944,1
14917,187223570,1
14918,187223900,1
14919,187224066,1
14920,187224982,2
14921,187227180,13
14922,187295376,1
14923,187342268,37
14924,187350317,32
14925,187387145,1
14926,187392216,1
14927,187392995,1
14928,187393329,1
14929,187393535,1
14930,187395229,1
14931,187396596,5
14932,187397755,1
14933,187398008,3
14934,187398132,3
14935,187417760,2
14936,187419135,36
14937,187425504,1
14938,187444333,3
14939,187469270,3
14940,187490935,9
14941,187495379,3
14942,187497604,3
14943,187513114,2
14944,187518229,2
14945,187518984,2
14946,187525136,1
14947,187525171,7
14948,187530334,1
14949,187532519,11
14950,187532720,57
14951,187532841,16
14952,187533326,2
14953,187538582,12
14954,187540351,1
14955,187545056,1
14956,187548619,3
14957,187550587,1
14958,187570150,50
14959,187574730,12
14960,187598248,1
14961,187637169,6
14962,187637959,1
14963,187692902,1
14964,187709005,10
14965,187728745,1
14966,187774364,5
14967,187775937,1
14968,187786476,12
14969,187796551,14
14970,187803368,2
14971,187828925,1
14972,187860181,3
14973,187881563,1
14974,187909436,1
14975,188037097,6
14976,188100507,1
14977,188116771,4
14978,188252938,3
14979,188261636,13
14980,188265068,11
14981,188272480,13
14982,188285782,18
14983,188285813,5
14984,188300933,1
14985,188311653,29
14986,188313308,5
14987,188323737,12
14988,188324406,10
14989,188335097,1
14990,188337730,3
14991,188348865,17
14992,188358891,2
14993,188359102,1
14994,188359129,6
14995,188359661,26
14996,188359917,3
14997,188360696,2
14998,188360868,6
14999,188368491,7
15000,188383142,45
15001,188408732,1
15002,188427974,1
15003,188438919,1
15004,188449267,14
15005,188472969,5
15006,188546697,15
15007,188552887,6
15008,188553471,53
15009,188562478,4
15010,188564293,1
15011,188566785,2
15012,188578159,1
15013,188598900,1
15014,188605344,2
15015,188618643,1
15016,188635553,1
15017,188635615,1
15018,188645799,2
15019,188665447,14
15020,188690274,5
15021,188695666,45
15022,188718920,1
15023,188816385,13
15024,188830012,19
15025,188838430,4
15026,188854351,6
15027,188860983,1
15028,188868325,1
15029,188871693,4
15030,188879787,1
15031,188900489,5
15032,188912438,10
15033,188918107,1
15034,188926275,4
15035,188926513,2
15036,188942494,1
15037,188947010,10
15038,188954919,1
15039,188956179,16
15040,189004893,1
15041,189005089,16
15042,189031483,21
15043,189053145,2
15044,189153124,7
15045,189157401,3
15046,189162617,38
15047,189168720,9
15048,189171276,12
15049,189199394,1
15050,189204990,4
15051,189208169,3
15052,189210647,2
15053,189220212,3
15054,189246464,4
15055,189267435,2
15056,189278789,2
15057,189280848,2
15058,189308408,96
15059,189324331,18
15060,189418777,12
15061,189442502,1
15062,189446314,10
15063,189466944,3
15064,189481016,3
15065,189485658,2
15066,189510333,1
15067,189510966,6
15068,189527517,1
15069,189530112,1
15070,189530229,1
15071,189531438,1
15072,189533298,2
15073,189533992,2
15074,189536028,2
15075,189538248,2
15076,189540293,4
15077,189544563,4
15078,189560423,34
15079,189562924,1
15080,189563775,1
15081,189564076,1
15082,189569086,6
15083,189569307,2
15084,189569416,1
15085,189569632,2
15086,189569740,1
15087,189571199,1
15088,189574229,7
15089,189577561,1
15090,189579601,1
15091,189600925,1
15092,189603270,1
15093,189605067,1
15094,189607124,1
15095,189607926,1
15096,189658650,1
15097,189706871,1
15098,189709678,1
15099,189741339,59
15100,189745549,3
15101,189783049,7
15102,189837103,4
15103,189944472,1
15104,189983587,10
15105,190079447,1
15106,190131026,2
15107,190225711,3
15108,190335122,4
15109,190347959,2
15110,190357102,7
15111,190372020,12
15112,190375573,2
15113,190392108,15
15114,190400231,30
15115,190405029,4
15116,190418261,12
15117,190434361,39
15118,190493212,2
15119,190494316,1
15120,190496169,1
15121,190503154,1
15122,190503847,1
15123,190506382,21
15124,190506664,1
15125,190507042,1
15126,190511354,1
15127,190512141,3
15128,190518405,1
15129,190528356,1
15130,190539712,4
15131,190542438,3
15132,190545983,3
15133,190548438,1
15134,190550928,1
15135,190553028,1
15136,190556177,6
15137,190557713,2
15138,190557874,1
15139,190609162,5
15140,190611604,3
15141,190618473,1
15142,190620536,2
15143,190626947,20
15144,190648689,24
15145,190664617,3
15146,190670242,10
15147,190674620,1
15148,190674726,3
15149,190675783,1
15150,190677908,4
15151,190686845,1
15152,190688434,2
15153,190689322,1
15154,190689563,2
15155,190690110,1
15156,190690329,1
15157,190690415,1
15158,190691176,1
15159,190691329,1
15160,190691379,3
15161,190691494,1
15162,190691921,1
15163,190692145,4
15164,190692719,3
15165,190693061,1
15166,190693708,1
15167,190693910,2
15168,190713206,1
15169,190714108,4
15170,190714405,1
15171,190714582,2
15172,190714822,3
15173,190714883,1
15174,190715989,7
15175,190716051,1
15176,190716363,1
15177,190716468,2
15178,190717046,1
15179,190717219,1
15180,190717739,34
15181,190722153,7
15182,190756376,2
15183,190756527,1
15184,190757494,1
15185,190757565,6
15186,190757673,1
15187,190759378,1
15188,190759944,3
15189,190760564,1
15190,190761507,2
15191,190762080,4
15192,190764407,1
15193,190764686,2
15194,190767220,1
15195,190769236,2
15196,190770647,1
15197,190775427,6
15198,190780457,3
15199,190781010,1
15200,190782710,2
15201,190783375,2
15202,190783416,3
15203,190783778,2
15204,190784032,1
15205,190784094,1
15206,190784300,1
15207,190784345,5
15208,190784486,2
15209,190784568,3
15210,190784804,2
15211,190785196,1
15212,190785294,1
15213,190785342,1
15214,190785531,6
15215,190785781,2
15216,190785956,7
15217,190785997,2
15218,190786099,3
15219,190786248,1
15220,190786475,1
15221,190788007,1
15222,190791228,2
15223,190792815,1
15224,190792971,5
15225,190793125,2
15226,190793215,5
15227,190793267,5
15228,190793326,1
15229,190860392,16
15230,190916370,1
15231,190921320,3
15232,190928881,3
15233,190943814,1
15234,190948010,1
15235,190949154,1
15236,190949639,1
15237,190949800,3
15238,190949940,1
15239,190949997,1
15240,190951320,1
15241,190951548,4
15242,190952028,1
15243,190952341,1
15244,190953031,3
15245,190953812,2
15246,190953880,1
15247,190955213,1
15248,190955336,1
15249,190955554,1
15250,190955655,3
15251,190955985,1
15252,190956056,1
15253,190956396,1
15254,190956518,3
15255,190956660,2
15256,190957099,1
15257,190957156,4
15258,190957583,6
15259,190957829,1
15260,190957886,1
15261,190958365,2
15262,190958485,1
15263,190958609,1
15264,190958661,1
15265,190958891,2
15266,190959051,1
15267,190959689,1
15268,190959746,2
15269,190960248,1
15270,190960779,1
15271,190961198,2
15272,190961258,1
15273,190961276,1
15274,190961431,1
15275,190961827,2
15276,190962388,4
15277,190962506,2
15278,190963360,1
15279,190963465,1
15280,190963792,2
15281,190963845,1
15282,190964029,2
15283,190964399,2
15284,190964921,2
15285,190965050,1
15286,190965095,2
15287,190965341,1
15288,190965576,1
15289,190965820,1
15290,190965920,1
15291,190966025,1
15292,190966071,13
15293,190966333,1
15294,190966663,1
15295,190966718,1
15296,190967160,1
15297,190967494,1
15298,190967596,1
15299,190967921,3
15300,190967984,1
15301,190968041,1
15302,190968148,2
15303,190968325,1
15304,190968685,3
15305,190968753,3
15306,190968930,3
15307,190969009,1
15308,190969466,1
15309,190970110,1
15310,190970218,1
15311,190970270,3
15312,190970323,1
15313,190970831,3
15314,190971100,2
15315,190971306,3
15316,190972289,1
15317,190972384,1
15318,190972780,1
15319,190972991,2
15320,190973174,1
15321,190973468,2
15322,190973751,1
15323,190973917,2
15324,190974025,2
15325,190974261,2
15326,190974413,3
15327,190974602,2
15328,190974860,1
15329,190974914,4
15330,190975339,2
15331,190975406,1
15332,190975691,2
15333,190975766,2
15334,190975939,1
15335,190976245,1
15336,190976297,1
15337,190976992,1
15338,190977056,1
15339,190977575,1
15340,190979801,1
15341,190981512,4
15342,190981568,2
15343,190981932,1
15344,190981991,1
15345,190982081,2
15346,190982131,1
15347,190982178,1
15348,190982276,1
15349,190982838,3
15350,190983007,4
15351,190983316,1
15352,190983648,2
15353,190983712,1
15354,190985770,1
15355,190988548,8
15356,190990706,1
15357,190990872,1
15358,190991376,16
15359,190992212,1
15360,190995092,13
15361,190995218,1
15362,190996042,1
15363,190998813,2
15364,191000202,1
15365,191000229,51
15366,191001001,1
15367,191001916,1
15368,191002262,1
15369,191004370,1
15370,191018400,3
15371,191024794,2
15372,191027700,10
15373,191035305,1
15374,191036219,1
15375,191036580,5
15376,191036960,2
15377,191038507,2
15378,191041487,1
15379,191047406,1
15380,191048966,1
15381,191049652,2
15382,191051509,1
15383,191051556,2
15384,191053358,2
15385,191054228,1
15386,191054879,2
15387,191058040,2
15388,191060361,6
15389,191060595,4
15390,191061209,3
15391,191061934,1
15392,191063888,1
15393,191064512,1
15394,191065147,10
15395,191065421,8
15396,191067171,1
15397,191067783,1
15398,191068316,3
15399,191069074,1
15400,191069813,1
15401,191072979,1
15402,191076071,1
15403,191088368,2
15404,191092467,3
15405,191098010,1
15406,191124229,1
15407,191126530,1
15408,191143108,15
15409,191153408,16
15410,191161222,2
15411,191161695,1
15412,191165049,1
15413,191166452,1
15414,191166476,1
15415,191167217,1
15416,191167365,1
15417,191168819,1
15418,191172314,1
15419,191262756,1
15420,191263150,1
15421,191264293,1
15422,191265306,1
15423,191265727,2
15424,191266374,1
15425,191267276,1
15426,191267944,1
15427,191268826,2
15428,191279753,1
15429,191280229,1
15430,191284838,2
15431,191285578,4
15432,191285650,2
15433,191286770,1
15434,191287735,7
15435,191288001,1
15436,191288226,1
15437,191288665,1
15438,191292826,20
15439,191295119,25
15440,191295947,1
15441,191296692,1
15442,191297350,5
15443,191298005,1
15444,191298474,1
15445,191299164,1
15446,191301718,1
15447,191303964,2
15448,191305231,2
15449,191305484,3
15450,191308402,1
15451,191309817,2
15452,191336058,1
15453,191365751,2
15454,191377611,5
15455,191388784,5
15456,191393856,3
15457,191399586,2
15458,191400528,2
15459,191401284,1
15460,191401581,1
15461,191402208,2
15462,191403869,1
15463,191403980,1
15464,191404803,1
15465,191405634,1
15466,191410288,1
15467,191422404,1
15468,191422658,2
15469,191422842,2
15470,191424544,1
15471,191425071,1
15472,191427326,1
15473,191427932,1
15474,191428723,2
15475,191428861,12
15476,191428903,5
15477,191429071,7
15478,191429248,31
15479,191429759,5
15480,191429967,1
15481,191430718,1
15482,191431437,1
15483,191432219,1
15484,191432472,1
15485,191432891,4
15486,191432982,1
15487,191433205,1
15488,191433762,4
15489,191434852,2
15490,191435465,1
15491,191438670,3
15492,191439581,1
15493,191440686,2
15494,191448271,1
15495,191449441,17
15496,191459593,3
15497,191473652,2
15498,191486205,1
15499,191487366,1
15500,191487832,2
15501,191495760,1
15502,191512288,2
15503,191513145,1
15504,191515187,2
15505,191522960,1
15506,191523325,2
15507,191523667,1
15508,191524952,1
15509,191526848,1
15510,191528472,2
15511,191529238,1
15512,191535443,4
15513,191539614,1
15514,191541618,3
15515,191541899,1
15516,191543525,1
15517,191571401,3
15518,191572436,1
15519,191574217,1
15520,191576353,7
15521,191577883,1
15522,191578068,1
15523,191580015,1
15524,191580238,1
15525,191584384,3
15526,191587184,3
15527,191588540,1
15528,191589637,2
15529,191589789,1
15530,191590567,2
15531,191594303,1
15532,191594483,1
15533,191594874,1
15534,191595224,1
15535,191596225,1
15536,191596405,1
15537,191598354,1
15538,191628031,1
15539,191631126,1
15540,191672625,1
15541,191673591,1
15542,191674006,18
15543,191680465,1
15544,191680840,1
15545,191681398,1
15546,191683339,1
15547,191683605,1
15548,191685685,3
15549,191702307,5
15550,191702529,1
15551,191703960,1
15552,191712246,1
15553,191712751,4
15554,191716092,2
15555,191718593,3
15556,191718816,1
15557,191721827,1
15558,191730576,4
15559,191737087,4
15560,191737313,2
15561,191738793,1
15562,191739240,1
15563,191739463,1
15564,191740380,1
15565,191741982,1
15566,191743666,5
15567,191744696,1
15568,191745427,1
15569,191750289,1
15570,191777419,1
15571,191800235,1
15572,191802317,3
15573,191802485,2
15574,191805979,1
15575,191807385,1
15576,191809245,1
15577,191810328,1
15578,191812970,7
15579,191813528,1
15580,191831127,1
15581,191831202,1
15582,191834612,1
15583,191835040,2
15584,191837158,1
15585,191843833,1
15586,191856720,1
15587,191874773,3
15588,191874950,1
15589,191875136,1
15590,191877358,1
15591,191881185,2
15592,191881964,1
15593,191882550,1
15594,191884866,1
15595,191930654,1
15596,191935838,1
15597,191937147,1
15598,191937285,2
15599,191938272,1
15600,191938879,1
15601,191939194,1
15602,191939507,2
15603,191941347,1
15604,191943299,1
15605,191944760,1
15606,191948236,1
15607,191948356,2
15608,191948484,1
15609,191950878,1
15610,191952190,1
15611,191954362,1
15612,191955277,1
15613,191955692,1
15614,191956343,1
15615,191956620,1
15616,191956974,1
15617,191957699,1
15618,191959699,1
15619,191959858,1
15620,191961598,2
15621,191962198,1
15622,191962367,1
15623,191962526,1
15624,191962857,1
15625,191962920,1
15626,191963349,1
15627,191963504,1
15628,191963637,1
15629,191963701,1
15630,191963775,1
15631,191963919,1
15632,191963986,1
15633,191964403,3
15634,191964658,1
15635,191965124,1
15636,191965455,1
15637,191966187,1
15638,191966482,2
15639,191966898,2
15640,191967013,2
15641,191967323,1
15642,191967675,1
15643,191968606,1
15644,191968802,1
15645,191969075,1
15646,191970093,1
15647,191970163,1
15648,191970774,1
15649,191971184,1
15650,191971229,1
15651,191971695,1
15652,191971767,1
15653,191971901,1
15654,191972442,1
15655,191973064,1
15656,191973090,2
15657,191973302,1
15658,191973710,3
15659,191973955,1
15660,191973988,1
15661,191974584,1
15662,191975536,1
15663,191975572,2
15664,191975748,1
15665,191976522,2
15666,191977016,1
15667,191977199,2
15668,191977465,2
15669,191977907,1
15670,191978168,2
15671,191978715,1
15672,191978873,1
15673,191978997,3
15674,191979157,1
15675,191979315,1
15676,191979969,2
15677,191980522,2
15678,191980789,2
15679,191980836,1
15680,191981413,1
15681,191981457,1
15682,191982408,1
15683,191982526,1
15684,191984069,1
15685,191984372,2
15686,191985562,1
15687,191985868,6
15688,191986312,1
15689,191986467,1
15690,191986879,1
15691,191987634,1
15692,191987698,1
15693,191988834,1
15694,191989008,1
15695,191989172,2
15696,191989327,1
15697,191989538,2
15698,191989892,2
15699,191990128,1
15700,191990546,2
15701,191991307,3
15702,191992500,1
15703,191992839,1
15704,191993199,1
15705,191993763,1
15706,191994488,5
15707,191997917,1
15708,191998013,1
15709,191998943,1
15710,191999422,1
15711,191999500,1
15712,192000373,1
15713,192000874,2
15714,192001449,1
15715,192001805,1
15716,192002738,1
15717,192002970,1
15718,192082717,2
15719,192091612,4
15720,192098643,2
15721,192104186,1
15722,192142250,1
15723,192218065,22
15724,192352218,1
15725,192423697,7
15726,192510699,2
15727,192513534,1
15728,192608876,31
15729,192616840,1
15730,192640733,1
15731,192643825,1
15732,192658000,4
15733,192666230,91
15734,192688688,1
15735,192702071,1
15736,192709023,4
15737,192710510,12
15738,192710857,11
15739,192711071,2
15740,192755731,1
15741,192785588,260
15742,192835853,1
15743,192895429,15
15744,192902909,1
15745,192911855,4
15746,192914231,1
15747,192919438,8
15748,192921533,44
15749,192923998,1
15750,192927850,50
15751,192955948,12
15752,192957545,1
15753,192981087,1
15754,192994917,2
15755,192995079,4
15756,192995263,2
15757,192997492,2
15758,193010193,4
15759,193010376,15
15760,193026314,4
15761,193201328,8
15762,193215251,2
15763,193227440,1
15764,193230308,3
15765,193231538,1
15766,193250566,2
15767,193251888,3
15768,193271150,6
15769,193274578,4
15770,193274979,2
15771,193287208,4
15772,193321899,3
15773,193329627,1
15774,193379439,1
15775,193387499,3
15776,193410580,1
15777,193410724,3
15778,193410767,8
15779,193411197,8
15780,193411258,4
15781,193411399,1
15782,193411633,1
15783,193411703,1
15784,193411795,1
15785,193411977,3
15786,193412100,1
15787,193412680,3
15788,193413059,1
15789,193413158,1
15790,193413199,1
15791,193413386,1
15792,193413723,3
15793,193413777,2
15794,193413815,2
15795,193413967,2
15796,193414063,1
15797,193414221,2
15798,193414301,4
15799,193414378,3
15800,193414552,1
15801,193414721,4
15802,193414880,1
15803,193417570,1
15804,193417619,1
15805,193417657,1
15806,193417768,1
15807,193417808,3
15808,193417842,1
15809,193417877,11
15810,193417945,1
15811,193418240,3
15812,193418677,1
15813,193418919,1
15814,193418948,3
15815,193419128,1
15816,193419265,11
15817,193419289,1
15818,193419312,1
15819,193419316,3
15820,193419354,1
15821,193419427,1
15822,193419498,3
15823,193419527,4
15824,193419676,1
15825,193420055,2
15826,193420207,3
15827,193420427,2
15828,193420600,4
15829,193420702,1
15830,193420745,4
15831,193421047,1
15832,193421084,1
15833,193421164,21
15834,193421204,4
15835,193421273,14
15836,193421374,1
15837,193421447,6
15838,193421520,4
15839,193421592,1
15840,193421712,2
15841,193421886,3
15842,193421966,2
15843,193422132,1
15844,193422168,2
15845,193422225,1
15846,193422255,1
15847,193422311,1
15848,193422458,12
15849,193422481,1
15850,193422595,1
15851,193422616,1
15852,193422665,2
15853,193422724,2
15854,193422801,4
15855,193422858,1
15856,193422942,1
15857,193423162,7
15858,193423256,2
15859,193423455,2
15860,193423599,1
15861,193423625,2
15862,193423729,2
15863,193423882,1
15864,193423996,2
15865,193424130,1
15866,193424157,4
15867,193424237,2
15868,193424291,20
15869,193454531,5
15870,193454677,1
15871,193454728,1
15872,193454747,2
15873,193454769,1
15874,193454811,2
15875,193454867,5
15876,193454898,5
15877,193454966,2
15878,193455239,4
15879,193455300,1
15880,193455386,4
15881,193455436,1
15882,193455516,1
15883,193455537,2
15884,193455646,4
15885,193455776,1
15886,193455791,2
15887,193455932,1
15888,193456037,1
15889,193456138,8
15890,193456162,2
15891,193456337,1
15892,193456354,1
15893,193456428,2
15894,193456601,2
15895,193456700,1
15896,193456762,7
15897,193456802,1
15898,193456866,3
15899,193456921,1
15900,193456944,1
15901,193457044,1
15902,193457081,2
15903,193457093,1
15904,193457111,2
15905,193457154,3
15906,193457213,1
15907,193457258,3
15908,193457282,1
15909,193457382,2
15910,193457428,1
15911,193457529,1
15912,193457545,4
15913,193457589,2
15914,193457699,2
15915,193457719,3
15916,193457741,1
15917,193457800,1
15918,193457877,10
15919,193457934,1
15920,193457981,2
15921,193458026,1
15922,193458213,1
15923,193458256,1
15924,193458285,6
15925,193458412,1
15926,193458656,1
15927,193458801,9
15928,193458961,1
15929,193459020,1
15930,193459122,1
15931,193459138,1
15932,193459167,2
15933,193459212,2
15934,193459296,2
15935,193459315,1
15936,193459400,1
15937,193459522,1
15938,193459562,5
15939,193459590,2
15940,193459654,1
15941,193459703,1
15942,193459779,1
15943,193459806,1
15944,193459844,1
15945,193459956,1
15946,193459984,2
15947,193460023,2
15948,193460151,1
15949,193460243,1
15950,193475287,24
15951,193476157,2
15952,193486308,3
15953,193489147,1
15954,193492338,1
15955,193497286,6
15956,193499421,2
15957,193499740,1
15958,193501405,1
15959,193503292,2
15960,193505395,7
15961,193506261,1
15962,193508510,1
15963,193532978,3
15964,193540570,1
15965,193582066,13
15966,193589090,5
15967,193605625,4
15968,193606844,1
15969,193611247,1
15970,193613685,2
15971,193615110,2
15972,193616971,2
15973,193628360,1
15974,193662472,26
15975,193675117,1
15976,193690760,18
15977,193692145,1
15978,193872265,12
15979,193901318,7
15980,193904821,2
15981,193904864,2
15982,193950088,3
15983,193951723,3
15984,193952191,7
15985,193962562,2
15986,193973836,4
15987,194058116,3
15988,194068432,2
15989,194069765,1
15990,194104732,1
15991,194112131,1
15992,194221264,3
15993,194330690,19
15994,194352058,4
15995,194442399,3
15996,194458227,1
15997,194831482,4
15998,194885930,1
15999,194906838,1
16000,194924047,1
16001,194980370,1
16002,194982850,1
16003,195001718,1
16004,195026262,5
16005,195026472,13
16006,195026780,8
16007,195033084,5
16008,195033220,4
16009,195033390,4
16010,195046672,1
16011,195068512,25
16012,195173535,3
16013,195213145,2
16014,195246165,1
16015,195248375,10
16016,195253460,1
16017,195254025,1
16018,195265761,5
16019,195280699,55
16020,195285919,6
16021,195291818,1
16022,195303559,3
16023,195313553,1
16024,195318381,15
16025,195347112,9
16026,195348018,12
16027,195374340,1
16028,195378313,5
16029,195380423,1
16030,195381752,1
16031,195394274,20
16032,195398565,1
16033,195406956,65
16034,195417581,1
16035,195440454,1
16036,195447070,9
16037,195488719,1
